SHIN_LEFT			0   570 570 575 570     002 501 002 795	002		508 501 701 		505 505 0   0   505 	    0	601 801	801 			900	950
FOOT_LEFT			0   560 560 065 560     002 501 002 795	002		508 501 701 		505 505 0   0   505 	    0	601 801	801 			900	950
THIGH_RIGHT			0   570 570 575 570     002 501 002 795	002		508 501 501 		505 505 0   0   505 	    0	601 806	806 			900	950
SHIN_RIGHT			0   570 570 575 570     002 501 002 795	002		508 501 701 		505 505 0   0   505 	    0	601 801	801 			900	950
FOOT_RIGHT			0   560 560 065 560     002 501 002 795	002		508 501 701 		505 505 0   0   505 	    0	601 801	801 			900	950
SPINE0				0   580 580 585 580     002 503 002 795	002		508 503 701 		505 505 0   0   505 	    0	601 803	803 			900	950
SPINE1				0   580 580 585 580     002 503 002 795	002		508 503 701 		505 505 0   0   505 	    0	601 803	803 			900	950
SPINE2				0   580 580 585 580     002 503 002 795	002		508 503 701 		505 505 0   0   505 	    0	601 803	803 			900	950
SPINE3				562	580 580 586 580     002 503 002 795	002		508 503 701 		505 505 0   0   505 	    0	601 803	803 			900	950
CLAVICLE_LEFT		0   570 570 575 570     002 501 002 795	002		508 502 701 		505 505 0   0   505 	    0	601 802	802 			900	950
UPPER_ARM_LEFT		0   570 570 575 570     002 501 002 795	002		508 501 701 		505 505 0   0   505 	    0	601 801	801 			900	950
LOWER_ARM_LEFT		0   560 560 565 560     002 501 002 795	002		508 501 701 		505 505 0   0   505 	    0	601 801	801 			900	950
HAND_LEFT			0   0   0   565 0 		002 501 002 795	002		508 501 701 		505 505 0   0   505 	    0	601 801	801 			900	950
CLAVICLE_RIGHT		0   570 570 575 570     002 502 002 795	002		508 502 701 		505 505 0   0   505 	    0	601 802	802 			900	950
UPPER_ARM_RIGHT		0   570 570 575 570     002 501 002 795	002		508 501 701 		505 505 0   0   505 	    0	601 801	801 			900	950
LOWER_ARM_RIGHT		0   560 560 565 560     002 501 002 795	002		508 501 701 		505 505 0   0   505 	    0	601 801	801 			900	950
HAND_RIGHT			0   0   0   575 0 		002 501 002 795	002		508 501 701 		505 505 0   0   505 	    0	601 801	801 			900	950
NECK				562 581 581 586 581     504 504 504 795	504		504 504 504 		505 505 0   0   505 	    0	601 804	804 			900	950
HEAD				053 053 053 505 053     505 505 505 795	505		508 505 702 		505 505 0   0   505 	    0	601 805	805 			900	950
ANIMAL_DEFAULT		0   580 580 585 580     503 503 503 795	503		508 503 701 		505 505 0   0   505 	    0	601 803	803 			900	950

BLOODFX_TABLE_DEAD_END

BLOODFX_TABLE_ALIVE_MP_START

BUTTOCKS			0	080 080 053 080     102 102 102 295	102		108 102 201 		105 105 0   0   105			0	301 402	402 			900	950
THIGH_LEFT			0   070 070 052 070     106 106 106 295	106		108 106 106			105 105 0   0   105 	    0	301 406	406 			900	950
SHIN_LEFT			0   070 070 052 070     101 101 101 295	101		108 101 201 		105 105 0   0   105 	    0	301 401	401 			900	950
FOOT_LEFT			0   060 060 051 060     101 101 101 295	101		108 101 201 		105 105 0   0   105 	    0	301 401	401 			900	950
THIGH_RIGHT			0   070 070 052 070     106 106 106 295	106		108 106 106 		105 105 0   0   105 	    0	301 406	406 			900	950
SHIN_RIGHT			0   070 070 052 070     101 101 101 295	101		108 101 201 		105 105 0   0   105 	    0	301 401	401 			900	950
FOOT_RIGHT			0   060 060 051 060     101 101 101 295	101		108 101 201 		105 105 0   0   105 	    0	301 401	401 			900	950
SPINE0				0   080 080 053 080     103 103 103 295	103		108 103 201 		105 105 0   0   105 	    0	301 403	403 			900	950
SPINE1				0   080 080 053 080     103 103 103 295	103		108 103 201 		105 105 0   0   105 	    0	301 403	403 			900	950
SPINE2				0   080 080 053 080     103 103 103 295	103		108 103 201 		105 105 0   0   105 	    0	301 403	403 			900	950
SPINE3				062	080 080 053 080     103 103 103 295	103		108 103 201 		105 105 0   0   105 	    0	301 403	403 			900	950
CLAVICLE_LEFT		0   070 070 052 070     102 102 102 295	102		108 102 201 		105 105 0   0   105 	    0	301 402	402 			900	950
UPPER_ARM_LEFT		0   070 070 052 070     101 101 101 295	101		108 101 201 		105 105 0   0   105 	    0	301 401	401 			900	950
LOWER_ARM_LEFT		0   060 060 051 060     101 101 101 295	101		108 101 201 		105 105 0   0   105 	    0	301 401	401 			900	950
HAND_LEFT			0   0   0   051 0 		101 101 101 295	101		108 101 201 		105 105 0   0   105 	    0	301 401	401 			900	950
CLAVICLE_RIGHT		0   070 070 052 070     102 102 102 295	102		108 102 201 		105 105 0   0   105 	    0	301 402	402 			900	950
UPPER_ARM_RIGHT		0   070 070 052 070     101 101 101 295	101		108 101 201 		105 105 0   0   105 	    0	301 401	401 			900	950
LOWER_ARM_RIGHT		0   060 060 051 060     101 101 101 295	101		108 101 201 		105 105 0   0   105 	    0	301 401	401 			900	950
HAND_RIGHT			0   0   0   052 0 		101 101 101 295	101		108 101 201 		105 105 0   0   105 	    0	301 401	401 			900	950
NECK				062 081 081 054 050     104 104 104 295	104		104 104 104 		105 105 0   0   105 	    0	301 404	404 			900	950
HEAD				062 081 081 051 050     105 105 105 295	105		108 105 202 		105 105 0   0   105 	    0	301 405	405 			900	950
ANIMAL_DEFAULT		050 080 080 053 050     103 103 103 295	103		108 103 201 		105 105 0   0   105 	    0	301 403	403 			900	950
																																					
BLOODFX_TABLE_ALIVE_MP_END																															

BLOODFX_TABLE_DEAD_MP_START

BUTTOCKS			0   580 580 033 580     502 502 502 795	502		508 502 701 		505 505 0   0   505			0	601 802	802 			900	950
THIGH_LEFT			0   570 570 032 570     501 501 501 795	501		508 501 501			505 505 0   0   505 	    0	601 806	806 			900	950
SHIN_LEFT			0   570 570 032 570     501 501 501 795	501		508 501 701 		505 505 0   0   505 	    0	601 801	801 			900	950
FOOT_LEFT			0   560 560 051 560     501 501 501 795	501		508 501 701 		505 505 0   0   505 	    0	601 801	801 			900	950
THIGH_RIGHT			0   570 570 032 570     501 501 501 795	501		508 501 501 		505 505 0   0   505 	    0	601 806	806 			900	950
SHIN_RIGHT			0   570 570 032 570     501 501 501 795	501		508 501 701 		505 505 0   0   505 	    0	601 801	801 			900	950
FOOT_RIGHT			0   560 560 051 560     501 501 501 795	501		508 501 701 		505 505 0   0   505 	    0	601 801	801 			900	950
SPINE0				0   580 580 033 580     503 503 503 795	503		508 503 701 		505 505 0   0   505 	    0	601 803	803 			900	950
SPINE1				0   580 580 033 580     503 503 503 795	503		508 503 701 		505 505 0   0   505 	    0	601 803	803 			900	950
SPINE2				0   580 580 033 580     503 503 503 795	503		508 503 701 		505 505 0   0   505 	    0	601 803	803 			900	950
SPINE3				562	580 580 033 580     503 503 503 795	503		508 503 701 		505 505 0   0   505 	    0	601 803	803 			900	950
CLAVICLE_LEFT		0   570 570 032 570     502 502 502 795	502		508 502 701 		505 505 0   0   505 	    0	601 802	802 			900	950
UPPER_ARM_LEFT		0   570 570 032 570     501 501 501 795	501		508 501 701 		505 505 0   0   505 	    0	601 801	801 			900	950
LOWER_ARM_LEFT		0   560 560 031 560     501 501 501 795	501		508 501 701 		505 505 0   0   505 	    0	601 801	801 			900	950
HAND_LEFT			0   0   0   031 0 		501 501 501 795	501		508 501 701 		505 505 0   0   505 	    0	601 801	801 			900	950
CLAVICLE_RIGHT		0   570 570 032 570     502 502 502 795	502		508 502 701 		505 505 0   0   505 	    0	601 802	802 			900	950
UPPER_ARM_RIGHT		0   570 570 032 570     501 501 501 795	501		508 501 701 		505 505 0   0   505 	    0	601 801	801 			900	950
LOWER_ARM_RIGHT		0   560 560 031 560     501 501 501 795	501		508 501 701 		505 505 0   0   505 	    0	601 801	801 			900	950
HAND_RIGHT			0   0   0   032 0 		501 501 501 795	501		508 501 701 		505 505 0   0   505 	    0	601 801	801 			900	950
NECK				562 581 581 034 581     504 504 504 795	504		504 504 504 		505 505 0   0   505 	    0	601 804	804 			900	950
HEAD				562 581 581 031 581     505 505 505 795	505		508 505 702 		505 505 0   0   505 	    0	601 805	805 			900	950
ANIMAL_DEFAULT		0   580 580 033 580     503 503 503 795	503		508 503 701 		505 505 0   0   505 	    0	601 803	803 			900	950

BLOODFX_TABLE_DEAD_MP_END


###########################################################################################################################################
# INFO:
###########################################################################################################################################
#
#
# All numerical data entries in the chart above must have BOTH an entry and exit entry in this file
#
# Probe Distance A is how far the probe will look for a surface from the shot normal. If it finds a surface it will apply Diffuse A
# Probe Distance B is how far the probe will look for a surface (downwards from halfway along probe A & ONLY if Diffuse A did not occur).
#                  If it finds a surface it will apply Diffuse B.
#
# Size and speed evolutions are listed and correspond to how fast or large a specific blood effect is to be shown
#
#
###########################################################################################################################################



BLOODFX_ENTRY_INFO_START

#####################################################################################################################################################################################################################################################################################################################################################################################################################################################################
#				DECALS --------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------->		PARTICLE EFFECTS -------------------------------------------------------------------------------------->	PED DAMAGE EFFECTS -------------------------------------------------->	#
# ID	PROB	SPLAT DCL ID	SPRAY DCL ID	MIST DCL ID		COL_TINT		SPRAY		MIST		LOD RANGE		NUM PROBES		PROBE	PROBE	PROBE	 SIZE A HI 		 SIZE A LO		 SIZE B HI		 SIZE B LO		---LIFE----		FADEIN	------GROWTH-------		FX_SYSTEM				FX_SYSTEM				FX_SYSTEM				FX_SYSTEM				SIZE_EVO	PROB	BLOOD_DAMAGE_NAME	BLOOD_DAMAGE_NAME		BLOOD_DAMAGE_NAME	#
#				NORM	SOAK	NORM	SOAK	NORM	SOAK	R   G	B		DOT_THRESH	THRESH		HI		LO		HI		LO		VARITN	DISTA	DISTB	MIN		MAX		MIN		MAX		MIN		MAX		MIN		MAX		MIN		MAX				TIME	MIN		MAX								BODY ARMOUR				HEAVY ARMOUR			UNDERWATER														BODY ARMOUR				HEAVY ARMOUR		#
#####################################################################################################################################################################################################################################################################################################################################################################################################################################################################
																																			
##############																																	
# MELEE BLUNT																																	
##############																																	
																																				
# SMALL	
050		0.8		0		0		0		0		0		0		50  0	0		0.3			0.75		200.0	250.0	3		1		0.25	0.0		0.0		0.1		0.1		0.1		0.1		0.1		0.1		0.1		0.1		0.0		0.0		0.0		0.0		1.0		1.0		blood_melee_blunt 		-   					-   					-   					1.0			1.0		bruise				-						-																																		
060		0.8		0		0		0		0		0		0		50  0	0		0.3			0.75		200.0	250.0	3		1		0.25	0.0		0.0		0.1		0.1		0.1		0.1		0.1		0.1		0.1		0.1		0.0		0.0		0.0		0.0		1.0		1.0		blood_melee_blunt 		-   					-   					-   					0.4			1.0		bruise				-						-
560		0.8		0		0		0		0		0		0		50  0	0		0.3			0.75		200.0	250.0	3		1		0.25	0.0		0.0		0.1		0.1		0.1		0.1		0.1		0.1		0.1		0.1		0.0		0.0		0.0		0.0		1.0		1.0		blood_melee_blunt 		-   					-   					-   					0.4			1.0		bruise				-						-

# SMALL PUNCH_KICK	

062		0.5		0		0		0		0		0		0		50  0	0		0.3			0.75		200.0	250.0	3		1		0.25	0.0		0.0		0.1		0.1		0.1		0.1		0.1		0.1		0.1		0.1		0.0		0.0		0.0		0.0		1.0		1.0		blood_melee_punch		-   					-   					-   					0.4			1.0		bruise				-						-
562		0.5		0		0		0		0		0		0		50  0	0		0.3			0.75		200.0	250.0	3		1		0.25	0.0		0.0		0.1		0.1		0.1		0.1		0.1		0.1		0.1		0.1		0.0		0.0		0.0		0.0		1.0		1.0		blood_melee_punch		-   					-   					-   					0.4			1.0		bruise				-						-
																																										
# MEDIUM																																									
070		1.0		0		0		0		0		0		0		50  0	0		0.3			0.75		200.0	250.0	3		1		0.25	0.0		0.0		0.1		0.1		0.1		0.1		0.1		0.1		0.1		0.1		0.0		0.0		0.0		0.0		1.0		1.0		blood_melee_blunt 		-   					-   					-   					0.6			1.0		bruise				-						-
570		1.0		0		0		0		0		0		0		50  0	0		0.3			0.75		200.0	250.0	3		1		0.25	0.0		0.0		0.1		0.1		0.1		0.1		0.1		0.1		0.1		0.1		0.0		0.0		0.0		0.0		1.0		1.0		blood_melee_blunt		-   					-   					-   					0.6			1.0		bruise				-						-
																																										
# LARGE																																										
080		1.0		0		0		0		0		0		0		50  0	0		0.3			0.75		200.0	250.0	3		1		0.25	0.0		0.0		0.1		0.1		0.1		0.1		0.1		0.1		0.1		0.1		0.0		0.0		0.0		0.0		1.0		1.0		blood_melee_blunt 		-   					-   					-   					0.8			1.0		bruise				-						-
580		1.0		0		0		0		0		0		0		50  0	0		0.3			0.75		200.0	250.0	3		1		0.25	0.0		0.0		0.1		0.1		0.1		0.1		0.1		0.1		0.1		0.1		0.0		0.0		0.0		0.0		1.0		1.0		blood_melee_blunt 		-   					-   					-   					0.8			1.0		bruise				-						-
																																										
# HEADSHOT [BAT]																																								
081		1.0		0		0		0		0		0		0		50  0	0		0.3			0.75		200.0	250.0	3		1		0.25	0.0		0.0		0.1		0.1		0.1		0.1		0.1		0.1		0.1		0.1		0.0		0.0		0.0		0.0		1.0		1.0		blood_melee_blunt		-   					-   					-   					1.0			1.0		bruise				-						-
581		1.0		0		0		0		0		0		0		50  0	0		0.3			0.75		200.0	250.0	3		1		0.25	0.0		0.0		0.1		0.1		0.1		0.1		0.1		0.1		0.1		0.1		0.0		0.0		0.0		0.0		1.0		1.0		blood_melee_blunt 		-   					-   					-   					1.0			1.0		bruise				-						-
																																			
																																				
##############																																	
# MELEE SHARP																																	
##############																																	
																																				
# SMALL	
051		1.0		1010	1010	1015	1015	0		0		50  0	0		0.3			0.75		200.0	250.0	3		1		0.25	0.5		0.01	0.2		0.4		0.2		0.4		0.2		0.4		0.2		0.4		-1.0	-1.0	0.2		0.05	0.8		0.8		blood_stab				-   					-   					blood_stab_uw			0.8			1.0		stab					-						-
031		1.0		1010	1010	1015	1015	0		0		50  0	0		0.3			0.75		200.0	250.0	3		1		0.25	0.5		0.01	0.2		0.4		0.2		0.4		0.2		0.4		0.2		0.4		-1.0	-1.0	0.2		0.05	0.8		0.8		blood_stab				-   					-   					blood_stab_uw			0.8			1.0		stab					-						-																																		
065		1.0		1010	1010	1015	1015	0		0		50  0	0		0.3			0.75		200.0	250.0	3		1		0.25	0.5		0.01	0.2		0.4		0.2		0.4		0.2		0.4		0.2		0.4		-1.0	-1.0	0.2		0.05	0.8		0.8		blood_melee_punch		-   					-   					blood_stab_uw			0.5			1.0		BasicSlash	     		-						-
565		1.0		1010	1010	1015	1015	0		0		50  0	0		0.3			0.75		200.0	250.0	3		1		0.25	0.5		0.01	0.2		0.4		0.2		0.4		0.2		0.4		0.2		0.4		-1.0	-1.0	0.2		0.05	0.8		0.8		blood_stab				-   					-   					blood_stab_uw			0.5			1.0		stab					-						-
																																				
# MEDIUM	
052		1.0		1010	1010	1015	1015	0		0		50  0	0		0.3			0.75		200.0	250.0	3		1		0.25	0.5		0.01	0.3		0.7		0.3		0.7		0.3		0.7		0.3		0.7		-1.0	-1.0	0.2		0.05	0.8		0.8		blood_stab				-   					-   					blood_stab_uw			0.9			1.0		stab					-						-
032		1.0		1010	1010	1015	1015	0		0		50  0	0		0.3			0.75		200.0	250.0	3		1		0.25	0.5		0.01	0.3		0.7		0.3		0.7		0.3		0.7		0.3		0.7		-1.0	-1.0	0.2		0.05	0.8		0.8		blood_stab				-   					-   					blood_stab_uw			0.9			1.0		stab					-						-																																	
075		1.0		1010	1010	1015	1015	0		0		50  0	0		0.3			0.75		200.0	250.0	3		1		0.25	0.5		0.01	0.3		0.7		0.3		0.7		0.3		0.7		0.3		0.7		-1.0	-1.0	0.2		0.05	0.8		0.8		blood_stab				-   					-   					blood_stab_uw			0.7			1.0		stab					-						-
575		1.0		1010	1010	1015	1015	0		0		50  0	0		0.3			0.75		200.0	250.0	3		1		0.25	0.5		0.01	0.3		0.7		0.3		0.7		0.3		0.7		0.3		0.7		-1.0	-1.0	0.2		0.05	0.8		0.8		blood_stab				-   					-   					blood_stab_uw			0.7			1.0		stab					-						-
																																				
# LARGE	
053		1.0		1010	1010	1015	1015	0		0		50  0	0		0.3			0.75		200.0	250.0	3		1		0.25	0.5		0.01	0.4		0.8		0.4		0.8		0.4		0.8		0.4		0.8		-1.0	-1.0	0.2		0.05	0.8		0.8		blood_melee_punch		-   					-   					blood_stab_uw			0.5			1.0		BasicSlash				-						-
033		1.0		1010	1010	1015	1015	0		0		50  0	0		0.3			0.75		200.0	250.0	3		1		0.25	0.5		0.01	0.4		0.8		0.4		0.8		0.4		0.8		0.4		0.8		-1.0	-1.0	0.2		0.05	0.8		0.8		blood_stab				-   					-   					blood_stab_uw			1.0			1.0		stab					-						-																																		
085		1.0		1010	1010	1015	1015	0		0		50  0	0		0.3			0.75		200.0	250.0	3		1		0.25	0.5		0.01	0.4		0.8		0.4		0.8		0.4		0.8		0.4		0.8		-1.0	-1.0	0.2		0.05	0.8		0.8		blood_stab				-   					-   					blood_stab_uw			0.9			1.0		stab					-						-
585		1.0		1010	1010	1015	1015	0		0		50  0	0		0.3			0.75		200.0	250.0	3		1		0.25	0.5		0.01	0.4		0.8		0.4		0.8		0.4		0.8		0.4		0.8		-1.0	-1.0	0.2		0.05	0.8		0.8		blood_stab				-   					-   					blood_stab_uw			0.9			1.0		stab					-						-
																																				
# THROAT [KNIFE]	
054		1.0		1010	1010	1015	1015	0		0		50  0	0		0.3			0.75		200.0	250.0	3		1		0.25	0.5		0.01	0.4		0.8		0.4		0.8		0.4		0.8		0.4		0.8		-1.0	-1.0	0.2		0.05	0.8		0.8		ent_sht_gloopy_liquid			-   					-   					blood_stab_uw			1.0			1.0		stab					-						-
034		1.0		1010	1010	1015	1015	0		0		50  0	0		0.3			0.75		200.0	250.0	3		1		0.25	0.5		0.01	0.4		0.8		0.4		0.8		0.4		0.8		0.4		0.8		-1.0	-1.0	0.2		0.05	0.8		0.8		ent_sht_gloopy_liquid			-   					-   					blood_stab_uw			1.0			1.0		stab					-						-																																
086		1.0		1010	1010	1015	1015	0		0		50  0	0		0.3			0.75		200.0	250.0	3		1		0.25	0.5		0.01	0.4		0.8		0.4		0.8		0.4		0.8		0.4		0.8		-1.0	-1.0	0.2		0.05	0.8		0.8		ent_sht_gloopy_liquid			-   					-   					blood_stab_uw			1.0			1.0		stab					-						-
586		1.0		1010	1010	1015	1015	0		0		50  0	0		0.3			0.75		200.0	250.0	3		1		0.25	0.5		0.01	0.4		0.8		0.4		0.8		0.4		0.8		0.4		0.8		-1.0	-1.0	0.2		0.05	0.8		0.8		ent_sht_gloopy_liquid			-   					-   					blood_stab_uw			1.0			1.0		stab					-						-
																																				
																																				
#####################################################################################################################################################################################################################################################################################################################################################################################################################################################################
#				DECALS --------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------->		PARTICLE EFFECTS -------------------------------------------------------------------------------------->	PED DAMAGE EFFECTS -------------------------------------------------->	#
# ID	PROB	SPLAT DCL ID	SPRAY DCL ID	MIST DCL ID		COL_TINT		SPRAY		MIST		LOD RANGE		NUM PROBES		PROBE	PROBE	PROBE	 SIZE A HI 		 SIZE A LO		 SIZE B HI		 SIZE B LO		---LIFE----		FADEIN	------GROWTH-------		FX_SYSTEM				FX_SYSTEM				FX_SYSTEM				FX_SYSTEM				SIZE_EVO	PROB	BLOOD_DAMAGE_NAME	BLOOD_DAMAGE_NAME		BLOOD_DAMAGE_NAME	#
#				NORM	SOAK	NORM	SOAK	NORM	SOAK	R   G	B		DOT_THRESH	THRESH		HI		LO		HI		LO		VARITN	DISTA	DISTB	MIN		MAX		MIN		MAX		MIN		MAX		MIN		MAX		MIN		MAX				TIME	MIN		MAX								BODY ARMOUR				HEAVY ARMOUR			UNDERWATER														BODY ARMOUR				HEAVY ARMOUR		#
#####################################################################################################################################################################################################################################################################################################################################################################################################################################################################
																																		
##############																																	
# FIREARMS																																		
##############																																	
																																				
# SMALL																																			
001		1.0		1010	1010	1015	1015	0		0		50  0	0		0.2			0.5			200.0	300.0	2		0		0.25	2.0		0.01	0.4		0.7		0.6		0.7		0.4		0.7		0.6		0.7		-1.0	-1.0	0.3		0.05	0.8		0.8		ent_brk_blood   			blood_armour  			blood_armour_heavy  	blood_stab_uw			0.4 			1.0		BulletSmall				ArmorBullet				ArmorBullet
002		1.0		1010	1010	1015	1015	0		0		50  0	0		0.2			0.5			200.0	300.0	2		0		0.25	2.0		0.01	0.4		0.7		0.6		0.7		0.4		0.7		0.6		0.7		-1.0	-1.0	0.3		0.05	0.8		0.8		ent_brk_blood   			blood_armour  			blood_armour_heavy  	blood_stab_uw			0.4 	 		1.0		BulletSmall				ArmorBullet				ArmorBullet
																																				
# MEDIUM																																		
102		1.0		1010	1010	1015	1015	0		0		50  0	0		0.3			0.6			200.0	300.0	2		1		0.25	2.0		0.01	0.75	0.9		0.75	0.9		0.75	0.9		0.75	0.9		-1.0	-1.0	0.3		0.05	0.8		0.8		ent_brk_blood    			blood_armour  			blood_armour_heavy  	blood_stab_uw			0.7 		1.0		BulletSmall				ArmorBullet				ArmorBullet
502		1.0		1010	1010	1015	1015	0		0		50  0	0		0.3			0.6			200.0	300.0	2		1		0.25	2.0		0.01	0.75	0.9		0.75	0.9		0.75	0.9		0.75	0.9		-1.0	-1.0	0.3		0.05	0.8		0.8		ent_brk_blood    			blood_armour  			blood_armour_heavy  	blood_stab_uw			0.7 		1.0		BulletSmall				ArmorBullet				ArmorBullet
																																				
# LARGE																																			
103		1.0		1010	1010	1015	1015	0		0		50  0	0		0.4			0.7			200.0	300.0	3		1		0.25	2.0		0.01	0.9		1.1		0.9		1.1		0.9		1.1		0.9		1.1		-1.0	-1.0	0.3		0.05	0.8		0.8		ent_brk_blood    			blood_armour  			blood_armour_heavy  	blood_stab_uw			1.3			1.0		BulletLarge				ArmorBullet				ArmorBullet
503		1.0		1010	1010	1015	1015	0		0		50  0	0		0.4			0.7			200.0	300.0	3		1		0.25	2.0		0.01	0.9		1.1		0.9		1.1		0.9		1.1		0.9		1.1		-1.0	-1.0	0.3		0.05	0.8		0.8		ent_brk_blood    			blood_armour  			blood_armour_heavy  	blood_stab_uw			1.3			1.0		BulletLarge				ArmorBullet				ArmorBullet
																																				
# NECK																																			
104		1.0		1010	1010	1015	1015	0		0		50  0	0		0.7			0.8			200.0	300.0	4		2		0.25	2.0		0.01	0.9		1.1		0.9		1.1		0.9		1.1		0.9		1.1		-1.0	-1.0	0.2		0.05	0.1		0.8		ent_sht_gloopy_liquid    			blood_armour  			blood_armour_heavy  	blood_stab_uw			0.5			1.0		BulletLarge					ArmorBullet				ArmorBullet
504		1.0		1010	1010	1015	1015	0		0		50  0	0		0.7			0.8			200.0	300.0	4		2		0.35	2.0		0.01	0.9		1.1		0.9		1.1		0.9		1.1		0.9		1.1		-1.0	-1.0	0.3		0.85	0.1		0.8		ent_brk_blood 			blood_throat 			blood_armour_heavy  	blood_stab_uw			0.5			1.0		BulletLarge					ArmorBullet				ArmorBullet

# HEADSHOTNONFATAL
105		1.0		1010	1010	1015	1015	0		0		50  0	0		0.7			0.8			200.0	300.0	4		2		0.25	2.0		0.01	0.6		1.8		1.2		1.8		0.8		1.8		1.2		1.8		-1.0	-1.0	0.3		0.91	0.1		0.5		ent_brk_blood				blood_throat 			blood_armour_heavy  	blood_stab_uw			2.5			1.0		BulletLarge		ArmorBullet				ArmorBullet
																																				
# HEADSHOTFATAL																																		
505		1.0		1010	1010	1015	1015	1017    1017	50  0	0		0.7			0.8			200.0	300.0	4		2		0.65	3.0		0.01	1.2		2.0		1.4		2.1		1.2		2.0		1.2		2.1		-1.0	-1.0	0.3		0.91	0.5		1.1		ent_brk_blood		   	blood_throat  			blood_armour_heavy  	blood_stab_uw			1.5			1.0		HeadshotRdr				ArmorBullet				ArmorBullet
																																				
# THIGH																																			
106		1.0		1010	1010	1015	1015	0		0		50  0	0		0.4			0.6			200.0	300.0	3		1		0.25	2.0		0.01	0.9		1.1		0.9		1.1		0.9		1.1		0.9		1.1		-1.0	-1.0	0.3		0.95	0.1		0.8		ent_sht_gloopy_liquid   			blood_armour  			blood_armour_heavy  	blood_stab_uw			0.8			1.0		BulletSmall				ArmorBullet				ArmorBullet
